0.062235,0.072756,0.054532,0.0040526,1.64E-05,0.018224,6.5118,0.65296,2.734,0.059138,0.061492,0.06488,1,796.5664,19.4637,0.051556,-16.433,0.12954,1.69E+13,7336.2971,31.812,47.4413,0.020817,2.8937,-1.8273,124.6228,0.072756,zero
0.062106,0.0776,0.053722,0.0038253,1.46E-05,0.023878,6.1594,0.72539,4.2073,0.059492,0.061895,0.063875,1,888.0694,21.2374,0.052332,-18.3634,0.29543,1.06E+15,8232.6137,38.5497,52.9197,0.017569,2.0512,-0.74536,124.6228,0.0776,zero
0.060291,0.075557,0.04922,0.0068389,4.68E-05,0.026336,11.3432,0.31971,2.3851,0.054744,0.06066,0.064385,1,561.6997,21.347,0.040041,-11.8087,0.19265,2754117683,5516.8835,29.2878,45.1237,0.028682,3.25,-2.0224,124.6228,0.075557,zero
0.062221,0.074573,0.050595,0.0050876,2.59E-05,0.023978,8.1767,0.026183,2.995,0.059723,0.061666,0.065187,1,594.6134,21.3305,0.040868,-12.198,0.16847,2724529475,5449.1165,34.4129,50.4018,0.022029,1.782,-2.0365,124.6228,0.074573,zero
0.064299,0.070867,0.057078,0.0030385,9.23E-06,0.013788,4.7256,-0.16605,2.2048,0.061676,0.064844,0.0666,1,632.2084,21.3267,0.04098,-12.5956,0.1084,2784266414,5380.5701,40.8232,55.9643,0.010923,0.7694,-2.0825,124.6228,0.070867,zero
0.060419,0.070113,0.053114,0.0034817,1.21E-05,0.016999,5.7625,0.16918,3.2203,0.058193,0.060618,0.062302,1,562.5631,22.1606,0.043383,-11.9338,0.15141,3156247100,5539.7868,38.5922,53.9764,0.011083,1.0187,-2.0622,124.6228,0.070113,zero
0.062166,0.065552,0.056406,0.0017053,2.91E-06,0.0091457,2.7431,-0.59227,3.2571,0.061069,0.062524,0.063368,1,396.0256,19.5254,0.030853,-8.1206,0.062446,615735.529,3631.0666,47.6884,61.0451,0.0021678,0.15747,-2.5057,124.6228,0.065552,zero
0.063688,0.0709,0.057628,0.0027006,7.29E-06,0.013272,4.2403,-0.080129,2.429,0.061455,0.063898,0.065614,1,724.0123,20.7642,0.04526,-14.5952,0.080142,2.01E+11,6318.7722,38.5831,54.2354,0.010704,0.93089,-2.1248,124.6228,0.0709,zero
0.061923,0.068431,0.054496,0.002661,7.08E-06,0.013935,4.2973,-0.18613,2.6193,0.059807,0.062255,0.063839,1,881.1504,21.2269,0.053746,-18.3225,0.20467,1.03E+15,8238.7374,42.1186,56.4438,0.0074191,1.1939,-1.1184,124.6228,0.068431,zero
0.061855,0.068891,0.056598,0.0024653,6.08E-06,0.012294,3.9855,0.05053,2.6856,0.060095,0.062013,0.063361,1,486.5885,22.8518,0.035909,-10.0576,0.07757,38079663.88,4528.3494,40.6992,54.5142,0.0053691,0.49879,-2.3192,124.6228,0.068891,zero
0.061087,0.065449,0.055312,0.0021862,4.78E-06,0.010137,3.5787,-0.30416,2.4378,0.05985,0.061164,0.062798,1,474.432,22.8445,0.036372,-9.9382,0.072255,37503361.22,4548.109,41.1327,55.3575,0.0048567,0.45693,-2.3629,124.6228,0.065449,zero
0.062059,0.072935,0.055026,0.0033576,1.13E-05,0.017909,5.4104,0.39134,3.0026,0.059611,0.061935,0.064095,1,889.92,18.9194,0.055492,-18.4578,0.25203,1.22E+15,8268.9776,41.001,55.8556,0.016191,1.7373,-0.97966,124.6228,0.072935,zero
0.062931,0.0701,0.056626,0.0025289,6.40E-06,0.013474,4.0186,0.21584,2.9321,0.061389,0.062633,0.064739,1,706.7597,20.7553,0.046004,-14.4276,0.10007,2.00E+11,6344.8205,40.9094,55.1804,0.011091,0.73853,-1.9521,124.6228,0.0701,zero
0.061982,0.068099,0.056234,0.0024201,5.86E-06,0.011865,3.9046,0.010972,2.8154,0.06027,0.062067,0.063537,1,685.5524,20.7616,0.046683,-14.214,0.15384,1.98E+11,6378.2681,42.969,56.1512,0.0052655,0.84281,-1.5914,124.6228,0.068099,zero
0.061247,0.068321,0.05644,0.0022208,4.93E-06,0.011881,3.626,0.52967,3.6444,0.059916,0.061101,0.062592,1,573.0969,21.3322,0.042772,-12.0135,0.091299,2695528755,5474.5701,44.9614,60.0739,0.0058748,0.34569,-2.2058,124.6228,0.068321,zero
0.06115,0.064782,0.057521,0.0019308,3.73E-06,0.0072612,3.1574,0.076326,1.8382,0.059477,0.061188,0.062703,1,383.2886,19.5242,0.031013,-7.9884,0.0574,614472.2716,3651.7107,46.3978,60.159,0.0036886,0.1443,-2.518,124.6228,0.064782,zero
0.061312,0.066269,0.054421,0.0031201,9.74E-06,0.011848,5.089,-0.32679,2.0134,0.058842,0.061806,0.063769,1,385.9233,19.5289,0.030008,-8.0013,0.080017,619919.5489,3650.7853,41.982,56.4214,0.0089606,0.339,-2.4736,124.6228,0.066269,zero
0.062572,0.089696,0.038978,0.0074088,5.49E-05,0.050719,11.8405,0.32166,5.8519,0.059301,0.062913,0.065978,1,406.4857,19.6083,0.026924,-8.1736,2.8677,614614.6039,3631.3712,69.6823,76.0993,0.0071363,-0.16125,1.1327,124.6228,0.089696,zero
0.062548,0.068685,0.056349,0.0026748,7.15E-06,0.012336,4.2764,0.074073,2.8355,0.061199,0.062163,0.064247,1,401.3356,19.5199,0.030978,-8.176,0.062667,613441.2008,3623.1179,40.0421,53.7727,0.0067944,0.35191,-2.4947,124.6228,0.068685,zero
0.061706,0.066512,0.056618,0.0020495,4.20E-06,0.0098938,3.3213,-0.14375,2.5206,0.060162,0.061845,0.063118,1,585.4902,22.1484,0.041996,-12.1755,0.091106,3243628858,5497.4123,43.383,57.1177,0.0055116,0.43073,-2.1564,124.6228,0.066512,zero
0.062385,0.068048,0.056453,0.0020911,4.37E-06,0.011595,3.3519,0.13639,2.6525,0.060753,0.062135,0.063774,1,698.2039,20.752,0.046638,-14.3873,0.13172,2.35E+11,6401.1633,48.0847,61.9358,0.0067213,0.33629,-1.7701,124.6228,0.068048,zero
0.060942,0.065475,0.056019,0.0021174,4.48E-06,0.009456,3.4744,-0.018981,2.2024,0.0594,0.06108,0.062606,1,662.5346,20.7576,0.045901,-13.9714,0.10417,1.97E+11,6418.9543,42.3554,56.0787,0.0065227,0.60104,-1.9198,124.6228,0.065475,zero
